"","Protein","Function","LFC_LP1hvRM1h","padj_LP1hvRM1h","Score_LP1hvRM1h","LFC_LP2hvRM2h","padj_LP2hvRM2h","Score_LP2hvRM2h","LFC_LP24hvRM24h","padj_LP24hvRM24h","Score_LP24hvRM24h","LFC_LP49hvRM49h","padj_LP49hvRM49h","Score_LP49hvRM49h"
"CMA019C","B-related factor 1","nan",0.293358295860533,0.0109536632635726,1.32424320753237,-0.0560494708031479,0.647352597645348,0.0243739060251564,-0.449736627001043,6.59541578428815e-06,5.36496926552879,-0.534542854160143,8.88160189219302e-08,8.67921132401045
"CMA021C","Similar to DnaJ-like protein","nan",1.24590003580799,1.1276531681566e-16,45.7509728726331,0.564650081774238,6.06938936115551e-05,5.48256452779638,-0.686666991363115,3.92093094669399e-07,10.1295511465918,-0.0201047492747685,0.897733330533149,0.00216894486565307
"CMA022C","Uncharacterized protein","nan",-0.42385560872966,1.85672373210723e-08,7.54542127711484,-0.418733290569573,1.50292501282789e-09,8.50692381791591,-0.434146153085106,1.54199444845244e-10,9.80856603034202,-0.497099551361503,2.49798669171774e-13,14.424894992496
"CMA023C","MYB-related protein","nan",-1.57065239420475,2.77191208626414e-39,139.444531972927,-0.926469114926916,2.15703802734457e-17,35.5534473848085,-0.827658102065762,6.39297593652217e-15,27.0508269089208,-0.508671919187326,2.25811670086954e-06,6.61323314794307
"CMA024C","Cupin type-1 domain-containing protein","nan",1.54227333809345,0.498351705245254,1.07411505685231,4.2088863066038,0.00674983771567355,21.0370104941683,-0.371152831676431,0.693024175808711,0.136098178331755,0.191263557625776,0.82778110521068,0.0361500604309762
"CMA025C","Bromo domain-containing protein","nan",-0.664891209470169,9.61863493579005e-15,21.4594130134423,-0.357672445741767,6.45445553066926e-06,4.27445036333718,0.588859133123387,1.21655708360916e-14,18.8671446675591,0.123107036336307,0.128984357767488,0.252131106451487
"CMA027C","Uncharacterized protein","nan",0.0576887317824733,0.454847455867501,0.045446789349954,-0.259906614041008,8.3450857440371e-05,2.44084867344923,-0.168132104405496,0.0120838254998303,0.742452450821778,-0.780697386820343,1.14298276943341e-32,57.4195758596602
"CMA028C","PI31_Prot_N domain-containing protein","nan",-0.59262353986789,0.000356159983997755,4.70550826455046,-0.429418122783945,0.00579132023137336,2.21210236810831,-0.518866282216233,0.000273759353985856,4.25639559295254,-0.287647975016976,0.04776384269831,0.874877390950241
"CMA029C","Uncharacterized protein","nan",-0.479553272471,0.0017166070484447,3.05351018430465,-0.414885449212279,0.00355132932631114,2.34013369822427,-0.199450524165261,0.164308447624253,0.360209609117956,-0.459838975794606,0.000906798133959548,3.22144365101976
"CMA030C","Pyruvate kinase (EC 2.7.1.40)","nan",-0.919520715827352,2.47387485230384e-30,62.6853520851175,-0.393648381774962,1.15013945943001e-07,6.28979747336538,0.458174597819776,6.08256915361171e-10,9.72265912411935,-0.257135306023636,0.000672361038172679,1.87830015330392
"CMA031C","Uncharacterized protein","nan",-0.645191251922006,7.57542798039296e-08,10.5784079500303,-0.479587760394234,1.41360708846375e-05,5.35545139875373,0.773916356948739,4.79926576485646e-13,21.9522483425814,0.163200854872139,0.150211800337548,0.309381325891959
"CMA033C","ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase)","Catalyzes the dehydration of the S-form of NAD(P)HX at the expense of ATP, which is converted to ADP. Together with NAD(P)HX epimerase, which catalyzes the epimerization of the S- and R-forms, the enzyme allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration. {ECO:0000256|HAMAP-Rule:MF_03157}.",-0.339767593516155,2.06407361608359e-06,4.4478394815043,0.158078052727056,0.0181715500399632,0.633560726001093,1.29079452885948,1.82757409377658e-102,302.382417017291,0.885016494584578,3.63856859212271e-49,98.7103848135427
"CMA034C","Uncharacterized protein","nan",2.06189287915185,8.2732273670003e-152,717.29110809958,0.283033833522971,0.000177751292512871,2.44403259334093,1.46947251213226,3.42956722537153e-96,323.01318009266,0.532800452709699,1.60624381634414e-13,15.6961456466829
"CMA035C","GTP--RNA guanylyltransferase (EC 2.7.7.50) (mRNA guanylyltransferase)","nan",-0.236467470753666,0.000598224477777785,1.75495385547607,0.0376157079012157,0.586454814117114,0.0200739857814595,0.545102136300066,8.45426956062752e-24,28.9598432344034,0.341412889076768,4.09776086712506e-10,7.37977965704164
"CMA036C","Similar to tubulin folding cofactor B","nan",-0.514688825974291,4.26086787893354e-06,6.36466142112609,0.0141987588896153,0.912740706750161,0.0012963955316606,2.56727214735847,5.35801439618481e-160,941.508605955228,0.905511325957241,1.85769492649365e-21,43.2245383403504
"CMA037C","Uncharacterized protein","nan",1.52186838310111,4.78901292502351e-17,57.1881952305903,0.778158707211202,6.10246637033554e-06,9.34320961892371,-0.100611348102489,0.589066369525793,0.0532451774512582,0.119075262936183,0.51262524578391,0.0795673071440538
"CMA039C","Uncharacterized protein","nan",-1.36606045369028,1.03232183102646e-43,135.211773756852,-0.589605290476944,2.01326536294638e-14,18.5940479396447,-0.289789306360386,8.4958711695385e-05,2.71629519342343,-0.258156876517958,0.000481950929207764,1.97171658077683
"CMA040C","Citrate synthase","nan",-1.20686717493698,1.31300465990338e-21,58.0285498613346,-0.504435314362181,1.40759939817235e-06,6.79657219137548,-0.953750235101105,4.37996235205973e-23,49.1013673267956,0.0183642165499168,0.868346060272161,0.00259238383642731
"CMA041C","UDP-glucose 4-epimerase (EC 5.1.3.2)","nan",-1.21981573069104,7.85471738577037e-38,104.217542035842,-0.316362943516526,0.000398743610786092,2.47623347752633,0.618516493988946,3.441488568382e-13,17.750002093236,0.532954435752619,4.93096403620105e-10,11.4213821935607
"CMA042C","Acetyl-CoA acetyltransferase","nan",0.245919205798112,0.135496368277328,0.491545876290778,-0.912123248061936,1.5169694196883e-10,20.6223189182709,-0.918074002059124,1.76535575392114e-11,22.731589218759,0.173567572244103,0.234412656206805,0.251789656854028
"CMA044C","Cryptochrome DASH","May have a photoreceptor function. {ECO:0000256|RuleBase:RU367151}.",-0.420294894900161,4.17514366274784e-10,9.07698366536395,-0.138422455534941,0.0187265880606262,0.550618358457006,-0.327891151629112,1.64239001951736e-10,7.38728876079159,0.0749113191695541,0.173593122586827,0.131172798269839
"CMA045C","Uncharacterized protein","nan",-0.229784847610224,0.0215051408340504,0.882250480993405,-0.178451175193382,0.0501453733567571,0.534073856651018,-0.837714989281767,1.62145489200929e-25,47.8178635473073,-0.585281541261015,3.63304205958872e-13,16.7645328262243
"CMA046C","TPR_REGION domain-containing protein","nan",-2.39872727866333,4.51206441045642e-86,471.387242148981,-0.708605886534414,7.62922766287717e-13,19.7712518870809,-0.915196041026215,2.0396506957367e-21,43.6013198645376,-1.09740727845162,3.58595057568954e-30,74.4047942239965
"CMA048C","3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)","nan",-0.643930550780495,7.33145254715381e-13,17.9923420502099,-0.405749317656227,8.34167906851881e-07,5.67920467940995,0.569183801083542,3.04219894412008e-12,15.0938667768904,-0.0994953168793293,0.256972373181082,0.135192913010828
"CMA050C","CRC domain-containing protein","nan",-1.40343331253954,2.24695036968605e-27,86.1149818724788,-0.627583172873479,8.18268941326861e-08,10.2413163371566,1.45266539563734,3.82576715020371e-38,125.156529151794,0.00539744472452898,0.967206715442868,0.000179967196599811
"CMA052C","Probable ornithine decarboxylase","nan",1.43084845729384,7.79808282625092e-66,214.508133612666,0.251732415672485,0.00166868822948733,1.61000940428616,-0.472964231332534,5.17766133329159e-10,10.1126835088625,-0.585308769573032,1.4459369461744e-14,18.6522884580427
"CMA053C","Fmp27_GFWDK domain-containing protein","nan",1.65106295193331,1.81994609489812e-53,200.502117998972,0.5200279605796,2.22321298987482e-07,7.96638228059647,-0.221116498862601,0.0275362914346115,0.794305843824484,0.227002189074916,0.0247149244276846,0.839987094064168
"CMA054C","Uncharacterized protein","nan",0.116392118920759,0.417590252081507,0.101639951552307,0.0585713028671509,0.682242116001914,0.0223959486327934,-0.218244707067711,0.0662848603677646,0.592271123817353,-0.0128506473224461,0.923068021074043,0.00102872453718494
"CMA056C","Uncharacterized protein","nan",1.28674214672384,2.97539537920781e-35,102.296131042471,0.154228319591724,0.135371539843439,0.308415326626085,-1.04166422005721,1.65945369917411e-30,71.4280242526569,-0.220091982249983,0.0199579988641908,0.861467589543687
"CMA059C","Probable viral mRNA translation inhibitor SKI2","nan",-0.0438391427007058,0.725895573207097,0.0140438304815176,0.140840886817234,0.198924062211992,0.227434388406377,-0.497325213426948,2.87794150387467e-07,7.49022516892785,-0.0328084957266242,0.762810484339787,0.00888275785549664
"CMA060C","Uncharacterized protein","nan",-0.00534175771459752,0.975097871225444,0.000134705413413638,-0.00607297316522963,0.971901872422601,0.000173082370367213,-0.90725622786436,1.71161294364091e-13,26.6698583451349,-0.35696583823115,0.00373314496518343,1.99561903444262
"CMA061C","Heat shock protein of Hsp90 family","nan",-1.38252739919513,5.28530052630035e-46,144.133990455755,0.0454000320177255,0.672569796428476,0.0180078948415016,0.0990692999035682,0.290149264314697,0.122584367518132,0.14157909810782,0.126742543989107,0.292445425834846
"CMA062C","DNA polymerase iota, RAD30","nan",-0.758348464637542,2.69773666641235e-13,21.9475093211909,0.10191217011888,0.321424736137638,0.115669484021925,-0.860381034663388,1.40848439289305e-22,43.2895192380935,-0.381925934109111,1.93725261659392e-05,4.14452834747556
"CMA063C","Rhomboid domain-containing protein","nan",0.124335248992746,0.186021396268505,0.209118656822705,0.358403613935286,9.67863690463414e-06,4.13798099544381,-0.445230959330829,1.07671256301552e-08,8.16854923662954,0.316247001288258,4.32107822792296e-05,3.17809909909357
"CMA064C","Uncharacterized protein","nan",-0.275562158666567,0.000274170731683147,2.2600945629611,0.104637578607901,0.157687503009884,0.193280260454446,-0.219284332838508,0.00137643800077649,1.44470138196504,-0.242883100253407,0.000433662924917216,1.88070286496325
"CMA065C","Uncharacterized protein","nan",0.0499728453778664,0.652022862539958,0.0213721692505087,-0.0644676693172032,0.53190232078854,0.0406981439937175,-0.828748313252549,2.14215460629104e-22,41.3504467300811,-0.414300724591892,1.63230093732272e-06,5.52077255864848
"CMA066C","DNA repair protein SMC6","nan",-0.180802720178672,0.101063614689757,0.414400758912787,0.422057456165907,7.23827605830276e-06,4.99552586072577,0.859928536229777,3.38964689197985e-24,46.4716701744678,0.264651585603639,0.00266361490036723,1.56887341451154
"CMA067C","Mitochondrial ribosomal protein L32","nan",-2.26956486723183e-06,1,0,-0.0232390785170441,0.801058744415839,0.00515491553711882,-0.315281147709972,1.00381235312367e-05,3.62860867637417,-0.429856144778782,3.14891314260123e-09,8.41495350562774
"CMA068C","Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)","nan",-0.661231485213203,2.01374504403861e-09,13.2400163245356,-0.372256927765035,0.000154736880837896,3.26610203547604,-1.82125503042844,1.38181371850827e-95,397.802506665948,-0.805348294075656,2.84013465278225e-20,36.2469955363345
"CMA069C","Uncharacterized protein","nan",-0.505001103201465,2.87085285318206e-07,7.6070773025516,0.106455315986486,0.275461934557558,0.137253459377296,-0.413419957286217,1.3233671979911e-06,5.59577603078238,-0.0838840681916836,0.360894988331307,0.0854919793186163
"CMA070C","Uncharacterized protein","nan",-0.224075164869495,0.030247794356765,0.783889322130721,-0.697750478732901,8.54744842421153e-16,24.2089612960465,-1.02243740566448,1.75040563319083e-33,77.1178121723905,-1.32775175286441,8.84692910779032e-55,165.254784331777
"CMA072C","Probable nuclear exosomal RNA helicase MTR4","nan",-0.189096437092124,0.025071669277449,0.697012640985698,-0.140559021548937,0.0762972838267578,0.361674939966041,0.22212911517837,0.00216002830613488,1.3633471991975,0.628859835147961,7.25257527683968e-19,26.2660667627393
"CMA074C","Uncharacterized protein","nan",0.00272483933818274,0.978189065518569,6.00889993465092e-05,0.158574299154594,0.0460970333673024,0.487934178277602,-0.264171987399489,0.000328838810162979,2.11864424573429,0.194792022392985,0.00879104613565197,0.922149633738384
"CMA075C","Similar to RNA-binding protein QKI","nan",-0.16569467604053,0.0544436280364634,0.482269177756913,0.530401047395058,9.6615716016314e-13,14.6737835942013,2.12634107148615,3.20465391514447e-190,927.779092693183,2.1388248789178,6.44820338961246e-194,951.429953728143
"CMA077C","Aspartate transaminase","nan",-0.42466058290342,1.40501926345419e-05,4.74467937733803,0.00730841969541027,0.948677020603721,0.00038505779392173,-0.392355364161329,4.09090058187505e-06,4.86785311770574,0.286510187042641,0.000836402842231153,2.03032584453868
"CMA078C","Uncharacterized protein","nan",0.188378056220821,0.0903404724184186,0.452892818571385,0.32772251977476,0.000729581708994096,2.36715260359112,-0.048651858028759,0.633133938516008,0.0222374646186466,0.00633555750693233,0.95261634046507,0.000307547203865226
"CMA079C","Similar to actin-binding protein frabin","nan",-1.31577846165026,0.00623499119659485,6.68096791683299,-1.26939081370316,0.00126613558363821,8.46910368791616,0.762045420589,0.0325214414510585,2.6106576250912,-0.430966137330412,0.250655235203377,0.596317866919357
"CMA080C","Uncharacterized protein","nan",2.51084381920006,8.21654340711016e-198,1139.43523395546,1.16014055230658,7.70439166606156e-48,125.854708420028,-0.604422571864928,6.43179158867708e-14,18.3592982506558,-0.841603308426107,4.71860541191412e-24,45.2029588527952
"CMA081C","Similar to AMP-activated protein kinase","nan",0.751387193645742,2.75562520107266e-38,64.9834127603269,0.215847689397689,9.0100953292878e-05,2.01053053035048,-0.443442382138226,5.3159590122484e-18,17.6382835933208,-0.0267701762357712,0.636862112068811,0.0120787600404504
"CMA082C","30S ribosomal protein S5, chloroplastic","With S4 and S12 plays an important role in translational accuracy. {ECO:0000256|ARBA:ARBA00002524}.",-1.12966258149032,3.17355575362263e-56,144.359482510456,-0.889443079117179,2.68980622850258e-44,89.2327320081472,-1.1840067070313,2.73829296500641e-77,208.730575842746,-1.34190565654875,6.00090093903099e-98,300.400918527737
"CMA083C","Uncharacterized protein","nan",-0.254620954018075,3.74281415422493e-06,3.18166012480748,-0.00950019639539637,0.877205020984296,0.00124466384714778,-0.136711690160864,0.00701292607684299,0.678090017424753,0.143927243135486,0.00427527493850894,0.785109706720873
"CMA085C","Uncharacterized protein","nan",-1.74853015139862,2.56074974519302e-58,231.871945703456,-0.638760163818482,1.32661985634519e-10,14.5274608148928,3.0322083082369,1.20517713484611e-204,1423.74530988372,-0.477944325091083,2.00950325507408e-06,6.26949347307119
"CMA086C","Uncharacterized protein","nan",-0.73054622478704,6.55896102884116e-33,54.1367450779871,-0.457824650185996,4.01036707401633e-17,17.2851988788688,-0.488633401946843,1.75588566490147e-19,21.1021921591267,-0.580342344764841,1.54899468775633e-26,34.4895170604006
"CMA087C","Uncharacterized protein","nan",0.193696216257579,0.0337008416231401,0.656675201276526,-0.234951895033056,0.00442469317043944,1.27356951500343,1.38943357398938,2.19066461218602e-87,277.248545340774,1.00087099792667,9.51980108497261e-46,103.755832794266
"CMA089C","Chromosome assembly complex Condensin II, subunit G2","nan",-1.19574251590234,3.3053923267053e-45,122.468873997119,-0.65300618198988,3.05401707783354e-18,26.3357875605855,1.58124960485966,1.53859577989713e-103,374.337748865792,-0.00249798125833465,0.976943214684761,5.82697861978471e-05
"CMA090C","NADH dehydrogenase I alpha subcomplex 8","nan",-0.364378706376301,3.56468076287048e-05,3.73191240468587,0.170889381183076,0.0394418173654659,0.55247318000702,0.874714867466561,2.52511571395591e-30,59.6129255201271,0.527336913251638,9.32678524005633e-12,13.3933718573366
"CMA091C","Uncharacterized protein","nan",-1.43493102216817,6.9880283133577e-103,337.527439794762,-0.903054714633961,4.42731196587778e-53,108.862539035879,-0.0365847938224365,0.576449030742139,0.0201534051811134,-0.663419929740712,7.22947972670191e-29,42.987488917126
"CMA093C","ATP-dependent DNA helicase RecQ","nan",0.503625857954729,2.89841962648498e-06,6.42190702838259,0.216669341730981,0.0369656672393345,0.714524725474577,1.87057711076011,4.76451080040595e-84,358.881354141699,-0.128423671927869,0.223307712321535,0.192533357493563
"CMA095C","Similar to MADS box transcription enhancer factor","nan",1.2831832955342,0.390440335528756,1.20680836862172,0.20345733517795,0.899204713043406,0.0216162347460179,-0.780053513069731,0.608857758590482,0.38703962279905,-3.65889619039804,0.0223173718128752,13.9125499148396
"CMA098C","Deoxyhypusine synthase","nan",-0.890711239872245,1.93106159989909e-19,38.3816797791204,-0.101042216125479,0.316095011460411,0.116371577419214,0.518828855635109,3.23973471099519e-09,10.141949416882,0.415598478488073,2.44592865631901e-06,5.36998355260234
"CMA099C","Uncharacterized protein","nan",-0.543611979318673,2.50554010813635e-10,12.0178184463054,-0.0652619358582865,0.452025706238452,0.0518190361785975,-0.458601776111018,1.2759631324951e-10,10.4479342878267,-0.20366523173173,0.00525991271853896,1.06876198890553
"CMA101C","Probable maintenance of ploidy protein MOB1","nan",-0.392337482458339,4.30739508996981e-06,4.84739912740739,-0.245310544979918,0.00142136021060597,1.608290514577,-0.0611572729139224,0.43170290221171,0.0513731888993582,0.263012452710336,0.000313171457898179,2.12218428654778
"CMA103C","Raf-related MAP kinase kinase kinase, theta-type","nan",0.218477397300225,0.0377641143320244,0.715818467016673,-0.0958549492811166,0.366303566916944,0.0962664422659834,-0.587384116432393,1.08925235972463e-10,13.4748027236248,-0.230649524329771,0.0135031946710532,0.99290675638108
"CMA105C","Uncharacterized protein","nan",-0.133815177587302,0.23517280536435,0.193688730502323,-0.0608267842070358,0.585684676361587,0.0325407315810378,-0.317249065556932,0.00071608240818308,2.29742741271536,-0.117612884193344,0.229551141060947,0.173082582601042
"CMA106C","Similar to alpha-glucosidase","nan",-0.65053895898236,5.82408113706248e-13,18.3267265678499,0.521273981704546,5.57382462495756e-12,13.507741229241,1.0863858669697,7.10871506768583e-46,112.938059551787,0.31372894637425,7.16153033660629e-05,2.99429236612385
"CMA107C","Probable proline aminopeptidase P","nan",0.275385070712018,0.00620283375350025,1.39971320223142,-0.00177597851391828,0.98889574660822,1.983122582782e-05,-0.334503316861147,0.00015478151024638,2.93476352812121,-0.36761363239459,3.2219694272055e-05,3.80220304807241
"CMA109C","DUF3598 domain-containing protein","nan",-0.164491028927569,0.0244227329317631,0.610630325744016,0.173462919698318,0.00779163402510706,0.842111248373845,0.16456387295737,0.00824734093677811,0.789555154381876,0.17062331716239,0.0058930396449012,0.875977268698516
"CMA111C","Probable transitional endoplasmic reticulum ATPase","nan",0.287008592470457,0.000305971367104862,2.32247899260203,0.0602796201005301,0.459519451140593,0.0468718657409231,0.00671161405634447,0.934807816011972,0.000452458865446915,0.0687745352531868,0.350739090017892,0.0720559516285441
"CMA114C","40S ribosomal protein S24","nan",-0.871776660150634,4.65889716257272e-22,42.8200073179515,-0.453503294309372,4.81527449137596e-08,7.64102607412094,-0.700993545927347,5.45997012618964e-18,27.8638543937328,-1.18403589371074,1.58147160771815e-48,130.321773392421
"CMA115C","Uncharacterized protein","nan",0.47878600136251,0.000225534643821462,4.02038366303897,0.367555196454026,0.00269719846350335,2.17428807357986,-0.0310197227198152,0.810065159989413,0.00653401269905315,-0.255758453895934,0.0322448922806086,0.878375715674378
"CMA116C","Uncharacterized protein","nan",0.673447287566475,9.10216420261639e-08,10.9180409249558,-0.000952469772396954,0.995938353714264,3.87647308460734e-06,-0.164703384730458,0.186365064192578,0.276709562159356,-0.374268311147343,0.001871474433578,2.35079000068757
"CMA118C","Uncharacterized protein","nan",0.374332829477308,3.70666589229232e-07,5.54310663607312,0.0652839178199743,0.382326962507073,0.062769123442794,-0.269502403895256,2.1019992725545e-05,2.90255073718936,-0.264422327606999,3.55327105507155e-05,2.70902178185516
"CMA119C","Similar to oxidant-induced cell-cycle arrest Oca1p","nan",-0.0772346295129252,0.476841250750859,0.0571977771033216,0.0288482755886666,0.790283538044276,0.00678983079408584,-0.166489257126117,0.0567487056170767,0.477678062206067,0.15991663672506,0.0661022197736252,0.434422011351335
"CMA121C","Uncharacterized protein","nan",0.279443257383546,0.577671677599281,0.153344376700062,0.175858270076555,0.710593340192124,0.0600828515529126,0.170213713266966,0.680197093300257,0.0655957148067425,0.0780887378658235,0.856733657309132,0.0120747204786359
"CMA122C","40S ribosomal protein S7","nan",-1.14384052209463,1.07344233860746e-37,97.3691703017748,-0.617896179566879,2.71042772478906e-14,19.3025111804072,-0.0868009008151662,0.314984001912146,0.100275302291313,-0.804052177430398,2.78577221230837e-23,41.758395182137
"CMA124C","Probable cell division protein glsA","nan",0.184705903346905,0.278316308575878,0.236238298380341,0.0393218215493911,0.832054257830222,0.00722961678165452,0.220380393290113,0.139880855029116,0.433480355931595,-0.183078967471217,0.229366150410002,0.269571997048453
"CMA125C","Similar to Rab11-binding protein","nan",0.401639296713444,5.56043850393195e-08,6.70938596625462,0.0937547555707365,0.208545110759955,0.146969945699519,-0.490097821765056,5.5941766735536e-14,14.9550728900628,-0.472950666887994,5.69625009178884e-13,13.3342756273166
"CMA127C","Cyclin-dependent kinases regulatory subunit","Binds to the catalytic subunit of the cyclin dependent kinases and is essential for their biological function. {ECO:0000256|RuleBase:RU311113}.",-0.272202320153583,0.00508899918152871,1.43741173987364,0.268660116234291,0.00184073149340614,1.6919118620123,1.8539713241731,3.69100338175578e-115,488.505476320998,0.931329229063549,6.80566070752635e-30,62.5478829577565
"CMA128C","Complex I-B14.7 (NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11) (NADH-ubiquinone oxidoreductase subunit B14.7)","Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000256|ARBA:ARBA00003195}.",0.442546757919224,0.0050142031501145,2.34349784350626,0.12541414095308,0.438247374161747,0.103463122940922,-0.0659660444853281,0.665545858212484,0.0268579256395773,-0.479788684230405,0.000662786542510813,3.51160100449067
"CMA129C","Uncharacterized protein","nan",2.04366634039735,4.57170617016697e-34,156.888191281886,0.592319578583331,0.000251993491039209,4.90802358402984,-0.327400630026671,0.0412938057434232,1.04343981156086,-0.524388912384776,0.000988354061099136,3.62849311840863
"CMA130C","Similar to MCM3 associated protein","nan",0.720948265117934,1.35397059371899e-27,44.6027304460855,0.168705669432769,0.00872565336114133,0.799915895320982,0.00944674747219243,0.887455149163277,0.00112791609532882,0.252961002565069,1.73110384344329e-05,2.77350647427755
"CMA132C","Mitochondrial inner membrane protease ATP23 (EC 3.4.24.-)","nan",0.0733254583604288,0.347491969844378,0.0775060157033331,-0.230111899330528,0.000454091039105258,1.77122026923852,-0.0684202355864512,0.307475508783118,0.0806920781720845,-0.0195809686856755,0.782535074345869,0.004801577275954
"CMA133C","Similar to syntaxin 6","nan",0.246878494020794,0.0112950860036245,1.10685195776095,0.252092392595138,0.00503332529869329,1.33399086540172,0.872440638854972,2.62820654670571e-25,49.3786793730974,0.792815739985816,4.19855540485288e-21,37.1985549290227
"CMA134C","Phosphatidylethanolamine N-methyltransferase (PEAMT) (PEMT) (EC 2.1.1.17) (EC 2.1.1.71) (Phospholipid methyltransferase) (PLMT)","Catalyzes the three sequential steps of the methylation pathway of phosphatidylcholine biosynthesis, the SAM-dependent methylation of phosphatidylethanolamine (PE) to phosphatidylmonomethylethanolamine (PMME), PMME to phosphatidyldimethylethanolamine (PDME), and PDME to phosphatidylcholine (PC). {ECO:0000256|HAMAP-Rule:MF_03216}.",-0.773136086454002,3.34107708802779e-10,16.869487443304,2.51102607257338,7.66141823734657e-123,706.054753902804,4.08576474757591,0,Inf,4.33103328230859,0,Inf
"CMA135C","Similar to androgen-regulated short-chain dehydrogenase/reductase 1","nan",-0.0324862203256657,0.749683021963049,0.00935943598274211,0.474452714845205,3.49961877531998e-09,9.23788462617669,0.740676913388731,5.98488112836864e-21,34.4896578580985,1.08276909896187,7.40415767400695e-44,107.531642525605
"CMA136C","Similar to Ran binding protein 11","nan",0.502874119617459,9.72497092448341e-19,20.8564123773415,0.0995781594707645,0.0784834133780029,0.253413268654985,-0.0808895040714597,0.121724435437179,0.17035293278044,0.00491339599168,0.931922559782236,0.00034642172661448
