Pathway,Decription,Pvalue,Genes,"k,T,m,q"
cme00270,Cysteine and methionine metabolism,0.4577507269870399,"['CYME_CMG123C', 'CYME_CMO012C', 'CYME_CMT313C']",2 1449 90 40
cme00280,"Valine, leucine and isoleucine degradation",0.4014350109353141,"['CYME_CMM189C', 'CYME_CML080C']",1 1449 90 22
cme00290,"Valine, leucine and isoleucine biosynthesis",0.14575414358348943,"['CYME_CMO094C', 'CYME_CMR121C']",1 1449 90 11
cme00300,Lysine biosynthesis,0.4020693604117807,['CYME_CMG123C'],0 1449 90 8
cme00310,Lysine degradation,1.0,[],-1 1449 90 9
cme00330,Arginine and proline metabolism,0.07206319493317169,"['CYME_CML290C', 'CYME_CMO012C', 'CYME_CML323C']",2 1449 90 16
cme00332,Carbapenem biosynthesis,1.0,[],-1 1449 90 2
cme00340,Histidine metabolism,1.0,[],-1 1449 90 11
cme00350,Tyrosine metabolism,0.23791409212614553,"['CYME_CMI063C', 'CYME_CMI106C']",1 1449 90 15
cme00360,Phenylalanine metabolism,0.5073203675482068,['CYME_CMI063C'],0 1449 90 11
cme00380,Tryptophan metabolism,0.5670812034494335,['CYME_CMI050C'],0 1449 90 13
cme00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.773849018660947,['CYME_CMK011C'],0 1449 90 23
cme00410,beta-Alanine metabolism,1.0,[],-1 1449 90 10
cme00430,Taurine and hypotaurine metabolism,1.0,[],-1 1449 90 3
cme00440,Phosphonate and phosphinate metabolism,1.0,[],-1 1449 90 2
cme00450,Selenocompound metabolism,0.5381556713859498,['CYME_CMI298C'],0 1449 90 12
cme00460,Cyanoamino acid metabolism,0.31984497389158456,['CYME_CMI015C'],0 1449 90 6
cme00472,D-Arginine and D-ornithine metabolism,1.0,[],-1 1449 90 12
cme00480,Glutathione metabolism,0.8368348033723045,['CYME_CMT216C'],0 1449 90 28
cme00500,Starch and sucrose metabolism,1.0,[],-1 1449 90 24
cme00510,N-Glycan biosynthesis,1.0,[],-1 1449 90 23
cme00511,Other glycan degradation,0.17511463992919538,['CYME_CMP078C'],0 1449 90 3
cme00513,Various types of N-glycan biosynthesis,1.0,[],-1 1449 90 15
cme00514,Other types of O-glycan biosynthesis,1.0,[],-1 1449 90 6
cme00515,Mannose type O-glycan biosynthesis,1.0,[],-1 1449 90 6
cme00520,Amino sugar and nucleotide sugar metabolism,0.8744434908614869,['CYME_CMT471C'],0 1449 90 32
cme00523,Polyketide sugar unit biosynthesis,1.0,[],-1 1449 90 9
cme00561,Glycerolipid metabolism,1.0,[],-1 1449 90 19
cme00562,Inositol phosphate metabolism,0.6435344511753592,['CYME_CMR475C'],0 1449 90 16
cme00564,Glycerophospholipid metabolism,1.0,[],-1 1449 90 29
cme00565,Ether lipid metabolism,1.0,[],-1 1449 90 7
cme00590,Arachidonic acid metabolism,1.0,[],-1 1449 90 4
cme00592,alpha-Linolenic acid metabolism,0.17511463992919538,['CYME_CMR380C'],0 1449 90 3
cme00600,Sphingolipid metabolism,0.4744507108227687,['CYME_CMP078C'],0 1449 90 10
cme00620,Pyruvate metabolism,0.2615122156090968,"['CYME_CMK098C', 'CYME_CMS299C', 'CYME_CMD108C', 'CYME_CMR395C']",3 1449 90 42
cme00630,Glyoxylate and dicarboxylate metabolism,0.04388405420324159,"['CYME_CMK098C', 'CYME_CMQ436C', 'CYME_CMS425C', 'CYME_CMF098C', 'CYME_CMI050C']",4 1449 90 32
cme00640,Propanoate metabolism,0.42371249557252794,"['CYME_CMK098C', 'CYME_CMS299C']",1 1449 90 23
cme00650,Butanoate metabolism,0.4744507108227687,['CYME_CMM189C'],0 1449 90 10
cme00660,C5-Branched dibasic acid metabolism,0.17511463992919538,['CYME_CMO094C'],0 1449 90 3
cme00670,One carbon pool by folate,1.0,[],-1 1449 90 11
cme00710,Carbon fixation in photosynthetic organisms,0.5281438908368761,"['CYME_CMI196C', 'CYME_CMF117C']",1 1449 90 28
cme00730,Thiamine metabolism,1.0,[],-1 1449 90 12
cme00740,Riboflavin metabolism,1.0,[],-1 1449 90 8
cme00750,Vitamin B6 metabolism,1.0,[],-1 1449 90 7
cme00760,Nicotinate and nicotinamide metabolism,1.0,[],-1 1449 90 14
cme00770,Pantothenate and CoA biosynthesis,0.5381556713859498,['CYME_CMR121C'],0 1449 90 12
cme00780,Biotin metabolism,1.0,[],-1 1449 90 9
cme00785,Lipoic acid metabolism,0.27463526019157974,['CYME_CMQ023C'],0 1449 90 5
cme00790,Folate biosynthesis,0.6196639903194534,['CYME_CMF055C'],0 1449 90 15
cme00860,Porphyrin and chlorophyll metabolism,1.715803684458436e-05,"['CYME_CMO136C', 'CYME_CMJ054C', 'CYME_CMO212C', 'CYME_CMD104C', 'CYME_CMJ154C', 'CYME_CMG217C', 'CYME_CMN338C', 'CYME_CME194C', 'CYME_CMP285C']",8 1449 90 27
cme00900,Terpenoid backbone biosynthesis,0.35577193860178,"['CYME_CMM189C', 'CYME_CMJ154C']",1 1449 90 20
cme00906,Carotenoid biosynthesis,1.0,[],-1 1449 90 5
cme00909,Sesquiterpenoid and triterpenoid biosynthesis,1.0,[],-1 1449 90 2
cme00910,Nitrogen metabolism,1.0,[],-1 1449 90 8
cme00920,Sulfur metabolism,0.6196639903194534,['CYME_CMT313C'],0 1449 90 15
cme00940,Phenylpropanoid biosynthesis,1.0,[],-1 1449 90 12
cme00950,Isoquinoline alkaloid biosynthesis,1.0,[],-1 1449 90 6
cme00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",1.0,[],-1 1449 90 7
cme00966,Glucosinolate biosynthesis,1.0,[],-1 1449 90 3
cme01040,Biosynthesis of unsaturated fatty acids,1.0,[],-1 1449 90 7
cme01100,Metabolic pathways,0.339509122084016,"['CYME_CMI063C', 'CYME_CMO136C', 'CymeCp122', 'CYME_CMN234C', 'CYME_CMJ054C', 'CYME_CMF055C', 'CYME_CMI015C', 'CYME_CMK011C', 'CYME_CMO094C', 'CYME_CMQ023C', 'CYME_CMK098C', 'CYME_CMQ436C', 'CYME_CMS299C', 'CYME_CML290C', 'CYME_CMR380C', 'CYME_CMS413C', 'CYME_CMS425C', 'CYME_CMG123C', 'CYME_CMO012C', 'CYME_CMO250C', 'CYME_CMI106C', 'CYME_CMD108C', 'CYME_CMT471C', 'CYME_CMP078C', 'CYME_CMM189C', 'CYME_CMI196C', 'CYME_CMR121C', 'CYME_CMP166C', 'CYME_CMR395C', 'CYME_CMF117C', 'CYME_CMT216C', 'CYME_CMF098C', 'CYME_CMR475C', 'CYME_CMO212C', 'CYME_CML323C', 'CYME_CMT313C', 'CYME_CMD104C', 'CYME_CMI050C', 'CYME_CMQ142C', 'CYME_CMJ154C', 'CYME_CMG217C', 'CYME_CMN338C', 'CYME_CME194C', 'CYME_CMP285C', 'CYME_CML080C', 'CYME_CMT459C']",45 1449 90 702
cme01110,Biosynthesis of secondary metabolites,0.10825090499090478,"['CYME_CMO136C', 'CYME_CMJ054C', 'CYME_CMI015C', 'CYME_CMK011C', 'CYME_CMO094C', 'CYME_CMK098C', 'CYME_CMQ436C', 'CYME_CMS299C', 'CYME_CMR380C', 'CYME_CMS413C', 'CYME_CMS425C', 'CYME_CMG123C', 'CYME_CMM189C', 'CYME_CMR121C', 'CYME_CMT216C', 'CYME_CMF098C', 'CYME_CMR475C', 'CYME_CMO212C', 'CYME_CML323C', 'CYME_CMT313C', 'CYME_CMD104C', 'CYME_CMI050C', 'CYME_CMJ154C', 'CYME_CMG217C', 'CYME_CMN338C', 'CYME_CME194C', 'CYME_CMP285C', 'CYME_CML080C']",27 1449 90 363
cme01200,Carbon metabolism,0.13754792206345506,"['CYME_CMK098C', 'CYME_CMQ436C', 'CYME_CMS299C', 'CYME_CMS425C', 'CYME_CMI196C', 'CYME_CMF117C', 'CYME_CMT216C', 'CYME_CMF098C', 'CYME_CMT313C', 'CYME_CMI050C']",9 1449 90 110
cme01210,2-Oxocarboxylic acid metabolism,0.08157640526426022,"['CYME_CMO094C', 'CYME_CMG123C', 'CYME_CMR121C', 'CYME_CMT216C']",3 1449 90 27
cme01212,Fatty acid metabolism,0.07281937226647822,"['CYME_CMS299C', 'CYME_CMR380C', 'CYME_CML080C', 'CYME_CMT459C']",3 1449 90 26
cme01230,Biosynthesis of amino acids,0.6948558062707151,"['CYME_CMK011C', 'CYME_CMO094C', 'CYME_CMG123C', 'CYME_CMR121C', 'CYME_CMT216C', 'CYME_CMT313C']",5 1449 90 110
cme01240,Biosynthesis of cofactors,0.26626594040684237,"['CYME_CMI063C', 'CYME_CMO136C', 'CYME_CMJ054C', 'CYME_CMF055C', 'CYME_CMQ023C', 'CYME_CMS413C', 'CYME_CMT471C', 'CYME_CMD104C', 'CYME_CME194C', 'CYME_CMP285C']",9 1449 90 128
