Pathway,Decription,Pvalue,Genes,"k,T,m,q"
cme00020,Citrate cycle (TCA cycle),0.23826874825026598,"['CymeCp128', 'CYME_CMN233C']",1 1449 50 27
cme00030,Pentose phosphate pathway,0.10216273539400547,"['CYME_CMI084C', 'CYME_CMO291C', 'CYME_CMT633C']",2 1449 50 33
cme00040,Pentose and glucuronate interconversions,0.044003942160817405,"['CYME_CMI084C', 'CYME_CMT633C']",1 1449 50 10
cme00051,Fructose and mannose metabolism,1.0,[],-1 1449 50 15
cme00052,Galactose metabolism,1.0,[],-1 1449 50 11
cme00053,Ascorbate and aldarate metabolism,1.0,[],-1 1449 50 11
cme00061,Fatty acid biosynthesis,0.09206325868980501,"['CYME_CMM286C', 'CYME_CMT459C']",1 1449 50 15
cme00062,Fatty acid elongation,1.0,[],-1 1449 50 7
cme00071,Fatty acid degradation,0.3213426619641711,['CYME_CMT459C'],0 1449 50 11
cme00072,Synthesis and degradation of ketone bodies,0.1311737399281283,['CYME_CMM189C'],0 1449 50 4
cme00100,Steroid biosynthesis,1.0,[],-1 1449 50 11
cme00130,Ubiquinone and other terpenoid-quinone biosynthesis,0.3677325529133301,['CYME_CMS413C'],0 1449 50 13
cme00190,Oxidative phosphorylation,0.9101006588127256,['CYME_CMR255C'],0 1449 50 67
cme00195,Photosynthesis,0.00020123481945665624,"['CymeCp203', 'CYME_CMI290C', 'CymeCp122', 'CymeCp119', 'CYME_CMT182C', 'CymeCp199', 'CYME_CMC133C', 'CYME_CMI248C']",7 1449 50 50
cme00196,Photosynthesis - antenna proteins,0.24544024136304457,['CYME_CMP166C'],0 1449 50 8
cme00220,Arginine biosynthesis,0.08153907059693133,"['CymeCp134', 'CYME_CMM066C']",1 1449 50 14
cme00230,Purine metabolism,1.0,[],-1 1449 50 49
cme00240,Pyrimidine metabolism,1.0,[],-1 1449 50 26
cme00250,"Alanine, aspartate and glutamate metabolism",0.5241560305387183,['CYME_CMM066C'],0 1449 50 21
cme00260,"Glycine, serine and threonine metabolism",0.6672057323062147,['CYME_CMG123C'],0 1449 50 31
cme00261,Monobactam biosynthesis,0.21833680175653042,['CYME_CMG123C'],0 1449 50 7
cme00270,Cysteine and methionine metabolism,0.40535144577689985,"['CYME_CMG123C', 'CYME_CMO012C']",1 1449 50 40
cme00280,"Valine, leucine and isoleucine degradation",0.5408172339489151,['CYME_CMM189C'],0 1449 50 22
cme00290,"Valine, leucine and isoleucine biosynthesis",1.0,[],-1 1449 50 11
cme00300,Lysine biosynthesis,0.24544024136304457,['CYME_CMG123C'],0 1449 50 8
cme00310,Lysine degradation,1.0,[],-1 1449 50 9
cme00330,Arginine and proline metabolism,0.43154718194859887,['CYME_CMO012C'],0 1449 50 16
cme00332,Carbapenem biosynthesis,1.0,[],-1 1449 50 2
cme00340,Histidine metabolism,1.0,[],-1 1449 50 11
cme00350,Tyrosine metabolism,1.0,[],-1 1449 50 15
cme00360,Phenylalanine metabolism,1.0,[],-1 1449 50 11
cme00380,Tryptophan metabolism,1.0,[],-1 1449 50 13
cme00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.0,[],-1 1449 50 23
cme00410,beta-Alanine metabolism,1.0,[],-1 1449 50 10
cme00430,Taurine and hypotaurine metabolism,1.0,[],-1 1449 50 3
cme00440,Phosphonate and phosphinate metabolism,1.0,[],-1 1449 50 2
cme00450,Selenocompound metabolism,1.0,[],-1 1449 50 12
cme00460,Cyanoamino acid metabolism,1.0,[],-1 1449 50 6
cme00472,D-Arginine and D-ornithine metabolism,1.0,[],-1 1449 50 12
cme00480,Glutathione metabolism,1.0,[],-1 1449 50 28
cme00500,Starch and sucrose metabolism,1.0,[],-1 1449 50 24
cme00510,N-Glycan biosynthesis,1.0,[],-1 1449 50 23
cme00511,Other glycan degradation,1.0,[],-1 1449 50 3
cme00513,Various types of N-glycan biosynthesis,1.0,[],-1 1449 50 15
cme00514,Other types of O-glycan biosynthesis,1.0,[],-1 1449 50 6
cme00515,Mannose type O-glycan biosynthesis,1.0,[],-1 1449 50 6
cme00520,Amino sugar and nucleotide sugar metabolism,1.0,[],-1 1449 50 32
cme00523,Polyketide sugar unit biosynthesis,1.0,[],-1 1449 50 9
cme00561,Glycerolipid metabolism,1.0,[],-1 1449 50 19
cme00562,Inositol phosphate metabolism,1.0,[],-1 1449 50 16
cme00564,Glycerophospholipid metabolism,1.0,[],-1 1449 50 29
cme00565,Ether lipid metabolism,1.0,[],-1 1449 50 7
cme00590,Arachidonic acid metabolism,1.0,[],-1 1449 50 4
cme00592,alpha-Linolenic acid metabolism,1.0,[],-1 1449 50 3
cme00600,Sphingolipid metabolism,1.0,[],-1 1449 50 10
cme00620,Pyruvate metabolism,0.42984781101269676,"['CymeCp128', 'CYME_CMN233C']",1 1449 50 42
cme00630,Glyoxylate and dicarboxylate metabolism,0.678940367978849,['CymeCp013'],0 1449 50 32
cme00640,Propanoate metabolism,1.0,[],-1 1449 50 23
cme00650,Butanoate metabolism,0.29691295217093955,['CYME_CMM189C'],0 1449 50 10
cme00660,C5-Branched dibasic acid metabolism,1.0,[],-1 1449 50 3
cme00670,One carbon pool by folate,1.0,[],-1 1449 50 11
cme00710,Carbon fixation in photosynthetic organisms,0.00026273761008539884,"['CymeCp013', 'CYME_CMI084C', 'CYME_CMM066C', 'CYME_CMO291C', 'CYME_CMJ042C', 'CYME_CMT633C']",5 1449 50 28
cme00730,Thiamine metabolism,1.0,[],-1 1449 50 12
cme00740,Riboflavin metabolism,1.0,[],-1 1449 50 8
cme00750,Vitamin B6 metabolism,1.0,[],-1 1449 50 7
cme00760,Nicotinate and nicotinamide metabolism,1.0,[],-1 1449 50 14
cme00770,Pantothenate and CoA biosynthesis,1.0,[],-1 1449 50 12
cme00780,Biotin metabolism,0.27162205117022103,['CYME_CMM286C'],0 1449 50 9
cme00785,Lipoic acid metabolism,1.0,[],-1 1449 50 5
cme00790,Folate biosynthesis,1.0,[],-1 1449 50 15
cme00860,Porphyrin and chlorophyll metabolism,0.06318711041983689,"['CYME_CMO212C', 'CYME_CMP285C', 'CYME_CME194C']",2 1449 50 27
cme00900,Terpenoid backbone biosynthesis,0.5069028046688153,['CYME_CMM189C'],0 1449 50 20
cme00906,Carotenoid biosynthesis,1.0,[],-1 1449 50 5
cme00909,Sesquiterpenoid and triterpenoid biosynthesis,1.0,[],-1 1449 50 2
cme00910,Nitrogen metabolism,1.0,[],-1 1449 50 8
cme00920,Sulfur metabolism,1.0,[],-1 1449 50 15
cme00940,Phenylpropanoid biosynthesis,1.0,[],-1 1449 50 12
cme00950,Isoquinoline alkaloid biosynthesis,1.0,[],-1 1449 50 6
cme00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",1.0,[],-1 1449 50 7
cme00966,Glucosinolate biosynthesis,1.0,[],-1 1449 50 3
cme01040,Biosynthesis of unsaturated fatty acids,1.0,[],-1 1449 50 7
cme01100,Metabolic pathways,0.7832813254984877,"['CymeCp128', 'CYME_CMM286C', 'CymeCp013', 'CYME_CMO212C', 'CYME_CMS413C', 'CYME_CMP166C', 'CymeCp134', 'CymeCp122', 'CymeCp119', 'CYME_CMM189C', 'CYME_CMG123C', 'CYME_CMI084C', 'CYME_CMM066C', 'CYME_CMO291C', 'CymeCp199', 'CYME_CMJ042C', 'CYME_CMN233C', 'CYME_CMP285C', 'CYME_CMT633C', 'CYME_CME194C', 'CYME_CMO012C', 'CYME_CMT459C']",21 1449 50 702
cme01110,Biosynthesis of secondary metabolites,0.4930375571733242,"['CymeCp128', 'CymeCp013', 'CYME_CMO212C', 'CYME_CMS413C', 'CymeCp134', 'CYME_CMM189C', 'CYME_CMG123C', 'CYME_CMI084C', 'CYME_CMO291C', 'CYME_CMN233C', 'CYME_CMP285C', 'CYME_CMT633C', 'CYME_CME194C']",12 1449 50 363
cme01200,Carbon metabolism,0.031058732165312408,"['CymeCp128', 'CymeCp013', 'CYME_CMI084C', 'CYME_CMM066C', 'CYME_CMO291C', 'CYME_CMJ042C', 'CYME_CMN233C', 'CYME_CMT633C']",7 1449 50 110
cme01210,2-Oxocarboxylic acid metabolism,0.06318711041983689,"['CymeCp134', 'CYME_CMG123C', 'CYME_CMM066C']",2 1449 50 27
cme01212,Fatty acid metabolism,0.22529973804066505,"['CYME_CMM286C', 'CYME_CMT459C']",1 1449 50 26
cme01230,Biosynthesis of amino acids,0.17321380466630132,"['CymeCp134', 'CYME_CMG123C', 'CYME_CMI084C', 'CYME_CMM066C', 'CYME_CMO291C', 'CYME_CMT633C']",5 1449 50 110
cme01240,Biosynthesis of cofactors,0.6590824460307658,"['CYME_CMM286C', 'CYME_CMS413C', 'CYME_CMP285C', 'CYME_CME194C']",3 1449 50 128
