Pathway,Decription,Pvalue,Genes,"k,T,m,q"
cme00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",1.0,[],-1 1449 12 7
cme00966,Glucosinolate biosynthesis,1.0,[],-1 1449 12 3
cme01040,Biosynthesis of unsaturated fatty acids,1.0,[],-1 1449 12 7
cme01100,Metabolic pathways,1.0,[],-1 1449 12 702
cme01110,Biosynthesis of secondary metabolites,1.0,[],-1 1449 12 363
cme01200,Carbon metabolism,1.0,[],-1 1449 12 110
cme01210,2-Oxocarboxylic acid metabolism,1.0,[],-1 1449 12 27
cme01212,Fatty acid metabolism,1.0,[],-1 1449 12 26
cme01230,Biosynthesis of amino acids,1.0,[],-1 1449 12 110
cme01240,Biosynthesis of cofactors,1.0,[],-1 1449 12 128
