Pathway,Decription,Pvalue,Genes,"k,T,m,q"
cme00071,Fatty acid degradation,0.12888525669855058,['CYME_CMT459C'],0 1449 18 11
cme00072,Synthesis and degradation of ketone bodies,0.0008622048735510541,"['CYME_CMA068C', 'CYME_CMM189C']",1 1449 18 4
cme00100,Steroid biosynthesis,1.0,[],-1 1449 18 11
cme00130,Ubiquinone and other terpenoid-quinone biosynthesis,0.15056441693504433,['CYME_CMS413C'],0 1449 18 13
cme00190,Oxidative phosphorylation,1.0,[],-1 1449 18 67
cme00195,Photosynthesis,0.47053721640380947,['CYME_CMI248C'],0 1449 18 50
cme00196,Photosynthesis - antenna proteins,1.0,[],-1 1449 18 8
cme00220,Arginine biosynthesis,0.1612119381715722,['CYME_CMM066C'],0 1449 18 14
cme00230,Purine metabolism,1.0,[],-1 1449 18 49
cme00240,Pyrimidine metabolism,1.0,[],-1 1449 18 26
cme00250,"Alanine, aspartate and glutamate metabolism",0.23229051709806275,['CYME_CMM066C'],0 1449 18 21
cme00260,"Glycine, serine and threonine metabolism",1.0,[],-1 1449 18 31
cme00261,Monobactam biosynthesis,1.0,[],-1 1449 18 7
cme00270,Cysteine and methionine metabolism,0.3976424306489589,['CYME_CMO012C'],0 1449 18 40
cme00280,"Valine, leucine and isoleucine degradation",0.0021408989063831547,"['CYME_CMT073C', 'CYME_CMA068C', 'CYME_CMM189C']",2 1449 18 22
cme00290,"Valine, leucine and isoleucine biosynthesis",1.0,[],-1 1449 18 11
cme00300,Lysine biosynthesis,1.0,[],-1 1449 18 8
cme00310,Lysine degradation,1.0,[],-1 1449 18 9
cme00330,Arginine and proline metabolism,0.1821299743931025,['CYME_CMO012C'],0 1449 18 16
cme00332,Carbapenem biosynthesis,1.0,[],-1 1449 18 2
cme00340,Histidine metabolism,1.0,[],-1 1449 18 11
cme00350,Tyrosine metabolism,1.0,[],-1 1449 18 15
cme00360,Phenylalanine metabolism,1.0,[],-1 1449 18 11
cme00380,Tryptophan metabolism,1.0,[],-1 1449 18 13
cme00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.0,[],-1 1449 18 23
cme00410,beta-Alanine metabolism,1.0,[],-1 1449 18 10
cme00430,Taurine and hypotaurine metabolism,1.0,[],-1 1449 18 3
cme00440,Phosphonate and phosphinate metabolism,1.0,[],-1 1449 18 2
cme00450,Selenocompound metabolism,1.0,[],-1 1449 18 12
cme00460,Cyanoamino acid metabolism,1.0,[],-1 1449 18 6
cme00472,D-Arginine and D-ornithine metabolism,1.0,[],-1 1449 18 12
cme00480,Glutathione metabolism,1.0,[],-1 1449 18 28
cme00500,Starch and sucrose metabolism,1.0,[],-1 1449 18 24
cme00510,N-Glycan biosynthesis,1.0,[],-1 1449 18 23
cme00511,Other glycan degradation,1.0,[],-1 1449 18 3
cme00513,Various types of N-glycan biosynthesis,1.0,[],-1 1449 18 15
cme00514,Other types of O-glycan biosynthesis,1.0,[],-1 1449 18 6
cme00515,Mannose type O-glycan biosynthesis,1.0,[],-1 1449 18 6
cme00520,Amino sugar and nucleotide sugar metabolism,1.0,[],-1 1449 18 32
cme00523,Polyketide sugar unit biosynthesis,1.0,[],-1 1449 18 9
cme00561,Glycerolipid metabolism,1.0,[],-1 1449 18 19
cme00562,Inositol phosphate metabolism,1.0,[],-1 1449 18 16
cme00564,Glycerophospholipid metabolism,1.0,[],-1 1449 18 29
cme00565,Ether lipid metabolism,1.0,[],-1 1449 18 7
cme00590,Arachidonic acid metabolism,1.0,[],-1 1449 18 4
cme00592,alpha-Linolenic acid metabolism,1.0,[],-1 1449 18 3
cme00600,Sphingolipid metabolism,1.0,[],-1 1449 18 10
cme00620,Pyruvate metabolism,0.41293977798683995,['CYME_CMF012C'],0 1449 18 42
cme00630,Glyoxylate and dicarboxylate metabolism,1.0,[],-1 1449 18 32
cme00640,Propanoate metabolism,1.0,[],-1 1449 18 23
cme00650,Butanoate metabolism,0.006186263111071233,"['CYME_CMA068C', 'CYME_CMM189C']",1 1449 18 10
cme00660,C5-Branched dibasic acid metabolism,1.0,[],-1 1449 18 3
cme00670,One carbon pool by folate,1.0,[],-1 1449 18 11
cme00710,Carbon fixation in photosynthetic organisms,0.04552903380877814,"['CYME_CMT633C', 'CYME_CMM066C']",1 1449 18 28
cme00730,Thiamine metabolism,1.0,[],-1 1449 18 12
cme00740,Riboflavin metabolism,1.0,[],-1 1449 18 8
cme00750,Vitamin B6 metabolism,1.0,[],-1 1449 18 7
cme00760,Nicotinate and nicotinamide metabolism,1.0,[],-1 1449 18 14
cme00770,Pantothenate and CoA biosynthesis,1.0,[],-1 1449 18 12
cme00780,Biotin metabolism,1.0,[],-1 1449 18 9
cme00785,Lipoic acid metabolism,1.0,[],-1 1449 18 5
cme00790,Folate biosynthesis,1.0,[],-1 1449 18 15
cme00860,Porphyrin and chlorophyll metabolism,0.042587368775023844,"['CYME_CME194C', 'CYME_CMP285C']",1 1449 18 27
cme00900,Terpenoid backbone biosynthesis,0.22249691632338203,['CYME_CMM189C'],0 1449 18 20
cme00906,Carotenoid biosynthesis,1.0,[],-1 1449 18 5
cme00909,Sesquiterpenoid and triterpenoid biosynthesis,1.0,[],-1 1449 18 2
cme00910,Nitrogen metabolism,1.0,[],-1 1449 18 8
cme00920,Sulfur metabolism,1.0,[],-1 1449 18 15
cme00940,Phenylpropanoid biosynthesis,1.0,[],-1 1449 18 12
cme00950,Isoquinoline alkaloid biosynthesis,1.0,[],-1 1449 18 6
cme00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",1.0,[],-1 1449 18 7
cme00966,Glucosinolate biosynthesis,1.0,[],-1 1449 18 3
cme01040,Biosynthesis of unsaturated fatty acids,1.0,[],-1 1449 18 7
cme01100,Metabolic pathways,0.19936921411731068,"['CYME_CMT633C', 'CYME_CMT073C', 'CYME_CMS413C', 'CYME_CMA068C', 'CYME_CMF012C', 'CYME_CME194C', 'CYME_CMP285C', 'CYME_CMM189C', 'CYME_CMM066C', 'CYME_CMO012C', 'CYME_CMT459C']",10 1449 18 702
cme01110,Biosynthesis of secondary metabolites,0.1387795602823635,"['CYME_CMT633C', 'CYME_CMS413C', 'CYME_CMA068C', 'CYME_CMF012C', 'CYME_CME194C', 'CYME_CMP285C', 'CYME_CMM189C']",6 1449 18 363
cme01200,Carbon metabolism,0.15114802282626313,"['CYME_CMT633C', 'CYME_CMF012C', 'CYME_CMM066C']",2 1449 18 110
cme01210,2-Oxocarboxylic acid metabolism,0.28864899689523404,['CYME_CMM066C'],0 1449 18 27
cme01212,Fatty acid metabolism,0.2795356032612872,['CYME_CMT459C'],0 1449 18 26
cme01230,Biosynthesis of amino acids,0.4021861446955204,"['CYME_CMT633C', 'CYME_CMM066C']",1 1449 18 110
cme01240,Biosynthesis of cofactors,0.2080132579788556,"['CYME_CMS413C', 'CYME_CME194C', 'CYME_CMP285C']",2 1449 18 128
